,text,cleaned,filtered
847,"846,""b'@epredator i understand ian, hopefully we can look at alternative options in the future! thanks, dean.'""","['846,""b\'@epredator', 'i', 'understand', 'ian,', 'hopefully', 'we', 'can', 'look', 'at', 'alternative', 'options', 'in', 'the', 'future!', 'thanks,', 'dean.\'""']","['846,""b\'@epredator', 'understand', 'ian,', 'hopefully', 'look', 'alternative', 'options', 'future!', 'thanks,', 'dean.\'""']"
848,"847,""b'@baxterrod i am sorry to heat this rod, are you trying to speak with our disputes team? thanks, dean.'""","['847,""b\'@baxterrod', 'i', 'am', 'sorry', 'to', 'heat', 'this', 'rod,', 'are', 'you', 'trying', 'to', 'speak', 'with', 'our', 'disputes', 'team?', 'thanks,', 'dean.\'""']","['847,""b\'@baxterrod', 'sorry', 'heat', 'rod,', 'trying', 'speak', 'disputes', 'team?', 'thanks,', 'dean.\'""']"
849,"848,""b""""@epredator hi ian, we'll only send them out if you've register to apple pay so if you've done this 4 times unfortun\xe2\x80\xa6 https://t.co/xm7trecjx5""""""","['848,""b""""@epredator', 'hi', 'ian,', ""we'll"", 'only', 'send', 'them', 'out', 'if', ""you've"", 'register', 'to', 'apple', 'pay', 'so', 'if', ""you've"", 'done', 'this', '4', 'times', 'unfortun\\xe2\\x80\\xa6', 'https://t.co/xm7trecjx5""""""']","['848,""b""""@epredator', 'hi', 'ian,', ""we'll"", 'send', 'register', 'apple', 'pay', 'done', '4', 'times', 'unfortun\\xe2\\x80\\xa6', 'https://t.co/xm7trecjx5""""""']"
850,"849,""b'@richiekippers you too mate! thanks, dean.'""","['849,""b\'@richiekippers', 'you', 'too', 'mate!', 'thanks,', 'dean.\'""']","['849,""b\'@richiekippers', 'mate!', 'thanks,', 'dean.\'""']"
851,"850,""b""""@richiekippers hey richie, it's up to you to be honest. you can either use the \xc2\xa340.00 credit on the card and get th\xe2\x80\xa6 https://t.co/72vl42punr""""""","['850,""b""""@richiekippers', 'hey', 'richie,', ""it's"", 'up', 'to', 'you', 'to', 'be', 'honest.', 'you', 'can', 'either', 'use', 'the', '\\xc2\\xa340.00', 'credit', 'on', 'the', 'card', 'and', 'get', 'th\\xe2\\x80\\xa6', 'https://t.co/72vl42punr""""""']","['850,""b""""@richiekippers', 'hey', 'richie,', 'honest.', 'either', 'use', '\\xc2\\xa340.00', 'credit', 'card', 'get', 'th\\xe2\\x80\\xa6', 'https://t.co/72vl42punr""""""']"
852,"851,""b'@sootweet hey, i have responded to your dm about this. thanks, dean.'""","['851,""b\'@sootweet', 'hey,', 'i', 'have', 'responded', 'to', 'your', 'dm', 'about', 'this.', 'thanks,', 'dean.\'""']","['851,""b\'@sootweet', 'hey,', 'responded', 'dm', 'this.', 'thanks,', 'dean.\'""']"
853,"852,""b'@fluffy_costa hey gi, i have responded to your dm about this. thanks, dean.'""","['852,""b\'@fluffy_costa', 'hey', 'gi,', 'i', 'have', 'responded', 'to', 'your', 'dm', 'about', 'this.', 'thanks,', 'dean.\'""']","['852,""b\'@fluffy_costa', 'hey', 'gi,', 'responded', 'dm', 'this.', 'thanks,', 'dean.\'""']"
854,"853,""b""""@tim_jr_hill you're welcome. i'm glad this has all been sorted for you. steven""""""","['853,""b""""@tim_jr_hill', ""you're"", 'welcome.', ""i'm"", 'glad', 'this', 'has', 'all', 'been', 'sorted', 'for', 'you.', 'steven""""""']","['853,""b""""@tim_jr_hill', 'welcome.', ""i'm"", 'glad', 'sorted', 'you.', 'steven""""""']"
855,"854,""b""""@lennon909uk hi richard, i'm really sorry to hear that you were waiting for this long. the team have been a little\xe2\x80\xa6 https://t.co/stpidtghmz""""""","['854,""b""""@lennon909uk', 'hi', 'richard,', ""i'm"", 'really', 'sorry', 'to', 'hear', 'that', 'you', 'were', 'waiting', 'for', 'this', 'long.', 'the', 'team', 'have', 'been', 'a', 'little\\xe2\\x80\\xa6', 'https://t.co/stpidtghmz""""""']","['854,""b""""@lennon909uk', 'hi', 'richard,', ""i'm"", 'really', 'sorry', 'hear', 'waiting', 'long.', 'team', 'little\\xe2\\x80\\xa6', 'https://t.co/stpidtghmz""""""']"
856,"855,""b""""@tim_jr_hill @tesco hi there, i'm sorry to hear that you're facing some issues paying for your groceries. could you\xe2\x80\xa6 https://t.co/tz2akrngxt""""""","['855,""b""""@tim_jr_hill', '@tesco', 'hi', 'there,', ""i'm"", 'sorry', 'to', 'hear', 'that', ""you're"", 'facing', 'some', 'issues', 'paying', 'for', 'your', 'groceries.', 'could', 'you\\xe2\\x80\\xa6', 'https://t.co/tz2akrngxt""""""']","['855,""b""""@tim_jr_hill', '@tesco', 'hi', 'there,', ""i'm"", 'sorry', 'hear', 'facing', 'issues', 'paying', 'groceries.', 'could', 'you\\xe2\\x80\\xa6', 'https://t.co/tz2akrngxt""""""']"
857,"856,""b""""@gcl101 that's great to hear george, if you've already reported this you don't need to worry about doing this again\xe2\x80\xa6 https://t.co/fymuzld1cj""""""","['856,""b""""@gcl101', ""that's"", 'great', 'to', 'hear', 'george,', 'if', ""you've"", 'already', 'reported', 'this', 'you', ""don't"", 'need', 'to', 'worry', 'about', 'doing', 'this', 'again\\xe2\\x80\\xa6', 'https://t.co/fymuzld1cj""""""']","['856,""b""""@gcl101', ""that's"", 'great', 'hear', 'george,', 'already', 'reported', 'need', 'worry', 'again\\xe2\\x80\\xa6', 'https://t.co/fymuzld1cj""""""']"
858,"857,""b""""@gcl101 hi george, i'm really sorry to hear that you've been on hold for this long. you can report this online logg\xe2\x80\xa6 https://t.co/vh2vimvyhz""""""","['857,""b""""@gcl101', 'hi', 'george,', ""i'm"", 'really', 'sorry', 'to', 'hear', 'that', ""you've"", 'been', 'on', 'hold', 'for', 'this', 'long.', 'you', 'can', 'report', 'this', 'online', 'logg\\xe2\\x80\\xa6', 'https://t.co/vh2vimvyhz""""""']","['857,""b""""@gcl101', 'hi', 'george,', ""i'm"", 'really', 'sorry', 'hear', 'hold', 'long.', 'report', 'online', 'logg\\xe2\\x80\\xa6', 'https://t.co/vh2vimvyhz""""""']"
859,"858,""b""""@nigelhorn8 hey there, i'm so sorry it's taken so long for you to speak with someone; did you manage in the end? if\xe2\x80\xa6 https://t.co/m2nqomo3ni""""""","['858,""b""""@nigelhorn8', 'hey', 'there,', ""i'm"", 'so', 'sorry', ""it's"", 'taken', 'so', 'long', 'for', 'you', 'to', 'speak', 'with', 'someone;', 'did', 'you', 'manage', 'in', 'the', 'end?', 'if\\xe2\\x80\\xa6', 'https://t.co/m2nqomo3ni""""""']","['858,""b""""@nigelhorn8', 'hey', 'there,', ""i'm"", 'sorry', 'taken', 'long', 'speak', 'someone;', 'manage', 'end?', 'if\\xe2\\x80\\xa6', 'https://t.co/m2nqomo3ni""""""']"
860,"859,""b""""@roymilton hi roy, i'm so sorry you're having trouble logging onto the app! can you dm me and let me know what's ha\xe2\x80\xa6 https://t.co/rnnurhg0yf""""""","['859,""b""""@roymilton', 'hi', 'roy,', ""i'm"", 'so', 'sorry', ""you're"", 'having', 'trouble', 'logging', 'onto', 'the', 'app!', 'can', 'you', 'dm', 'me', 'and', 'let', 'me', 'know', ""what's"", 'ha\\xe2\\x80\\xa6', 'https://t.co/rnnurhg0yf""""""']","['859,""b""""@roymilton', 'hi', 'roy,', ""i'm"", 'sorry', 'trouble', 'logging', 'onto', 'app!', 'dm', 'let', 'know', ""what's"", 'ha\\xe2\\x80\\xa6', 'https://t.co/rnnurhg0yf""""""']"
861,"860,""b""""@0eroday if you want to speak to the fraud team for more details about this then i'd recommend you call the team di\xe2\x80\xa6 https://t.co/wsqwmhbepo""""""","['860,""b""""@0eroday', 'if', 'you', 'want', 'to', 'speak', 'to', 'the', 'fraud', 'team', 'for', 'more', 'details', 'about', 'this', 'then', ""i'd"", 'recommend', 'you', 'call', 'the', 'team', 'di\\xe2\\x80\\xa6', 'https://t.co/wsqwmhbepo""""""']","['860,""b""""@0eroday', 'want', 'speak', 'fraud', 'team', 'details', ""i'd"", 'recommend', 'call', 'team', 'di\\xe2\\x80\\xa6', 'https://t.co/wsqwmhbepo""""""']"
862,"861,""b'@0eroday hi christian, this will be a security precaution to ensure your account is protected. thanks, dean.'""","['861,""b\'@0eroday', 'hi', 'christian,', 'this', 'will', 'be', 'a', 'security', 'precaution', 'to', 'ensure', 'your', 'account', 'is', 'protected.', 'thanks,', 'dean.\'""']","['861,""b\'@0eroday', 'hi', 'christian,', 'security', 'precaution', 'ensure', 'account', 'protected.', 'thanks,', 'dean.\'""']"
863,"862,""b'@taylordavet perfect david! thanks, dean.'""","['862,""b\'@taylordavet', 'perfect', 'david!', 'thanks,', 'dean.\'""']","['862,""b\'@taylordavet', 'perfect', 'david!', 'thanks,', 'dean.\'""']"
864,"863,""b'@elliottgilmore i do understand elliott, if there was anyway that we could get this resolved for you we certainly would. thanks, dean.'""","['863,""b\'@elliottgilmore', 'i', 'do', 'understand', 'elliott,', 'if', 'there', 'was', 'anyway', 'that', 'we', 'could', 'get', 'this', 'resolved', 'for', 'you', 'we', 'certainly', 'would.', 'thanks,', 'dean.\'""']","['863,""b\'@elliottgilmore', 'understand', 'elliott,', 'anyway', 'could', 'get', 'resolved', 'certainly', 'would.', 'thanks,', 'dean.\'""']"
865,"864,""b'@taylordavet oh sorry, that went over my head a bit there, you can use the same passcode if you want when re-setting up the app :) jay'""","['864,""b\'@taylordavet', 'oh', 'sorry,', 'that', 'went', 'over', 'my', 'head', 'a', 'bit', 'there,', 'you', 'can', 'use', 'the', 'same', 'passcode', 'if', 'you', 'want', 'when', 're-setting', 'up', 'the', 'app', ':)', 'jay\'""']","['864,""b\'@taylordavet', 'oh', 'sorry,', 'went', 'head', 'bit', 'there,', 'use', 'passcode', 'want', 're-setting', 'app', ':)', 'jay\'""']"
866,"865,""b""""@movedownpls okay if you go into the app and scroll down and select your barclaycard you'll then see an option call\xe2\x80\xa6 https://t.co/mt578lo0cv""""""","['865,""b""""@movedownpls', 'okay', 'if', 'you', 'go', 'into', 'the', 'app', 'and', 'scroll', 'down', 'and', 'select', 'your', 'barclaycard', ""you'll"", 'then', 'see', 'an', 'option', 'call\\xe2\\x80\\xa6', 'https://t.co/mt578lo0cv""""""']","['865,""b""""@movedownpls', 'okay', 'go', 'app', 'scroll', 'select', 'barclaycard', 'see', 'option', 'call\\xe2\\x80\\xa6', 'https://t.co/mt578lo0cv""""""']"
867,"866,""b'@garypconroy hi there gary, apologies for the wait, would you be okay to dm us with your full name and post code an\xe2\x80\xa6 https://t.co/uauhip8j5f'""","['866,""b\'@garypconroy', 'hi', 'there', 'gary,', 'apologies', 'for', 'the', 'wait,', 'would', 'you', 'be', 'okay', 'to', 'dm', 'us', 'with', 'your', 'full', 'name', 'and', 'post', 'code', 'an\\xe2\\x80\\xa6', 'https://t.co/uauhip8j5f\'""']","['866,""b\'@garypconroy', 'hi', 'gary,', 'apologies', 'wait,', 'would', 'okay', 'dm', 'us', 'full', 'name', 'post', 'code', 'an\\xe2\\x80\\xa6', 'https://t.co/uauhip8j5f\'""']"
868,"867,""b""""@taylordavet okay david, not to worry, you'll just need to register again, if you follow the instructions on the ap\xe2\x80\xa6 https://t.co/qdhuadpeec""""""","['867,""b""""@taylordavet', 'okay', 'david,', 'not', 'to', 'worry,', ""you'll"", 'just', 'need', 'to', 'register', 'again,', 'if', 'you', 'follow', 'the', 'instructions', 'on', 'the', 'ap\\xe2\\x80\\xa6', 'https://t.co/qdhuadpeec""""""']","['867,""b""""@taylordavet', 'okay', 'david,', 'worry,', 'need', 'register', 'again,', 'follow', 'instructions', 'ap\\xe2\\x80\\xa6', 'https://t.co/qdhuadpeec""""""']"
869,"868,""b'@taylordavet hey david, yeah. do you have access to the app on your old phone? thanks, dean.'""","['868,""b\'@taylordavet', 'hey', 'david,', 'yeah.', 'do', 'you', 'have', 'access', 'to', 'the', 'app', 'on', 'your', 'old', 'phone?', 'thanks,', 'dean.\'""']","['868,""b\'@taylordavet', 'hey', 'david,', 'yeah.', 'access', 'app', 'old', 'phone?', 'thanks,', 'dean.\'""']"
870,"869,""b'@movedownpls do you have access to the site or website? thanks, dean.'""","['869,""b\'@movedownpls', 'do', 'you', 'have', 'access', 'to', 'the', 'site', 'or', 'website?', 'thanks,', 'dean.\'""']","['869,""b\'@movedownpls', 'access', 'site', 'website?', 'thanks,', 'dean.\'""']"
871,"870,""b""""@elliottgilmore apologies elliott, i'll feed this back to the team for you. i can only recommend trying to call the\xe2\x80\xa6 https://t.co/rho6kvwyxm""""""","['870,""b""""@elliottgilmore', 'apologies', 'elliott,', ""i'll"", 'feed', 'this', 'back', 'to', 'the', 'team', 'for', 'you.', 'i', 'can', 'only', 'recommend', 'trying', 'to', 'call', 'the\\xe2\\x80\\xa6', 'https://t.co/rho6kvwyxm""""""']","['870,""b""""@elliottgilmore', 'apologies', 'elliott,', ""i'll"", 'feed', 'back', 'team', 'you.', 'recommend', 'trying', 'call', 'the\\xe2\\x80\\xa6', 'https://t.co/rho6kvwyxm""""""']"
872,"871,""b""""@lennon909uk we don't have a specific estimate at the moment i'm afraid richard, but the team should answer as soon\xe2\x80\xa6 https://t.co/igqravcgfn""""""","['871,""b""""@lennon909uk', 'we', ""don't"", 'have', 'a', 'specific', 'estimate', 'at', 'the', 'moment', ""i'm"", 'afraid', 'richard,', 'but', 'the', 'team', 'should', 'answer', 'as', 'soon\\xe2\\x80\\xa6', 'https://t.co/igqravcgfn""""""']","['871,""b""""@lennon909uk', 'specific', 'estimate', 'moment', ""i'm"", 'afraid', 'richard,', 'team', 'answer', 'soon\\xe2\\x80\\xa6', 'https://t.co/igqravcgfn""""""']"
873,"872,""b'@lennon909uk sorry for the hold richard, the team are very busy at the moment. you can log a dispute on our website\xe2\x80\xa6 https://t.co/dninhmzczx'""","['872,""b\'@lennon909uk', 'sorry', 'for', 'the', 'hold', 'richard,', 'the', 'team', 'are', 'very', 'busy', 'at', 'the', 'moment.', 'you', 'can', 'log', 'a', 'dispute', 'on', 'our', 'website\\xe2\\x80\\xa6', 'https://t.co/dninhmzczx\'""']","['872,""b\'@lennon909uk', 'sorry', 'hold', 'richard,', 'team', 'busy', 'moment.', 'log', 'dispute', 'website\\xe2\\x80\\xa6', 'https://t.co/dninhmzczx\'""']"
874,"873,""b'@movedownpls i am sorry about that, can i help you at all? thanks, dean.'""","['873,""b\'@movedownpls', 'i', 'am', 'sorry', 'about', 'that,', 'can', 'i', 'help', 'you', 'at', 'all?', 'thanks,', 'dean.\'""']","['873,""b\'@movedownpls', 'sorry', 'that,', 'help', 'all?', 'thanks,', 'dean.\'""']"
875,"874,""b'@blamit good news, sorry for the delay. if you need anything else let me know! thanks, dean.'""","['874,""b\'@blamit', 'good', 'news,', 'sorry', 'for', 'the', 'delay.', 'if', 'you', 'need', 'anything', 'else', 'let', 'me', 'know!', 'thanks,', 'dean.\'""']","['874,""b\'@blamit', 'good', 'news,', 'sorry', 'delay.', 'need', 'anything', 'else', 'let', 'know!', 'thanks,', 'dean.\'""']"
876,"875,""b'@blamit sorry about that amit, what team are trying to speak with? dean.'""","['875,""b\'@blamit', 'sorry', 'about', 'that', 'amit,', 'what', 'team', 'are', 'trying', 'to', 'speak', 'with?', 'dean.\'""']","['875,""b\'@blamit', 'sorry', 'amit,', 'team', 'trying', 'speak', 'with?', 'dean.\'""']"
877,"876,""b'@tashie82x apologies natasha, what team have you tried to call? thanks, dean.'""","['876,""b\'@tashie82x', 'apologies', 'natasha,', 'what', 'team', 'have', 'you', 'tried', 'to', 'call?', 'thanks,', 'dean.\'""']","['876,""b\'@tashie82x', 'apologies', 'natasha,', 'team', 'tried', 'call?', 'thanks,', 'dean.\'""']"
878,"877,""b""""@tashie82x hi there, natasha. i'm sorry to hear about the wait times, did you manage to speak with the team? kristos""""""","['877,""b""""@tashie82x', 'hi', 'there,', 'natasha.', ""i'm"", 'sorry', 'to', 'hear', 'about', 'the', 'wait', 'times,', 'did', 'you', 'manage', 'to', 'speak', 'with', 'the', 'team?', 'kristos""""""']","['877,""b""""@tashie82x', 'hi', 'there,', 'natasha.', ""i'm"", 'sorry', 'hear', 'wait', 'times,', 'manage', 'speak', 'team?', 'kristos""""""']"
879,"878,""b""""@naomisandler2 hi naomi, i'm really sorry that this has happened to you. when you last spoke to us, what were you?\xe2\x80\xa6 https://t.co/2jjnzxnvdt""""""","['878,""b""""@naomisandler2', 'hi', 'naomi,', ""i'm"", 'really', 'sorry', 'that', 'this', 'has', 'happened', 'to', 'you.', 'when', 'you', 'last', 'spoke', 'to', 'us,', 'what', 'were', 'you?\\xe2\\x80\\xa6', 'https://t.co/2jjnzxnvdt""""""']","['878,""b""""@naomisandler2', 'hi', 'naomi,', ""i'm"", 'really', 'sorry', 'happened', 'you.', 'last', 'spoke', 'us,', 'you?\\xe2\\x80\\xa6', 'https://t.co/2jjnzxnvdt""""""']"
880,"879,""b""""@torcorspro hey tori, thanks for your tweet, how was your weekend? that's not a problem, if you can give us a quick\xe2\x80\xa6 https://t.co/rc2cojj8ec""""""","['879,""b""""@torcorspro', 'hey', 'tori,', 'thanks', 'for', 'your', 'tweet,', 'how', 'was', 'your', 'weekend?', ""that's"", 'not', 'a', 'problem,', 'if', 'you', 'can', 'give', 'us', 'a', 'quick\\xe2\\x80\\xa6', 'https://t.co/rc2cojj8ec""""""']","['879,""b""""@torcorspro', 'hey', 'tori,', 'thanks', 'tweet,', 'weekend?', ""that's"", 'problem,', 'give', 'us', 'quick\\xe2\\x80\\xa6', 'https://t.co/rc2cojj8ec""""""']"
881,"880,""b""""@oaksandnix thanks phil, you'll need to contact @askbarclaysus monday to friday 9am-5pm est. thanks, dean.""""""","['880,""b""""@oaksandnix', 'thanks', 'phil,', ""you'll"", 'need', 'to', 'contact', '@askbarclaysus', 'monday', 'to', 'friday', '9am-5pm', 'est.', 'thanks,', 'dean.""""""']","['880,""b""""@oaksandnix', 'thanks', 'phil,', 'need', 'contact', '@askbarclaysus', 'monday', 'friday', '9am-5pm', 'est.', 'thanks,', 'dean.""""""']"
882,"881,""b'@oaksandnix hey phil, are you a us customer? dean.'""","['881,""b\'@oaksandnix', 'hey', 'phil,', 'are', 'you', 'a', 'us', 'customer?', 'dean.\'""']","['881,""b\'@oaksandnix', 'hey', 'phil,', 'us', 'customer?', 'dean.\'""']"
883,"882,""b""""@clarkcx hi pete, i am sorry about this. i'll make sure it's all fed back for you. if this is still happening now i\xe2\x80\xa6 https://t.co/4hgppi7q4a""""""","['882,""b""""@clarkcx', 'hi', 'pete,', 'i', 'am', 'sorry', 'about', 'this.', ""i'll"", 'make', 'sure', ""it's"", 'all', 'fed', 'back', 'for', 'you.', 'if', 'this', 'is', 'still', 'happening', 'now', 'i\\xe2\\x80\\xa6', 'https://t.co/4hgppi7q4a""""""']","['882,""b""""@clarkcx', 'hi', 'pete,', 'sorry', 'this.', ""i'll"", 'make', 'sure', 'fed', 'back', 'you.', 'still', 'happening', 'i\\xe2\\x80\\xa6', 'https://t.co/4hgppi7q4a""""""']"
884,"883,""b""""@bryony_samsom hi bryony, sorry that you're still having problems paying through the app. if you can dm me i can se\xe2\x80\xa6 https://t.co/r2isazm8lu""""""","['883,""b""""@bryony_samsom', 'hi', 'bryony,', 'sorry', 'that', ""you're"", 'still', 'having', 'problems', 'paying', 'through', 'the', 'app.', 'if', 'you', 'can', 'dm', 'me', 'i', 'can', 'se\\xe2\\x80\\xa6', 'https://t.co/r2isazm8lu""""""']","['883,""b""""@bryony_samsom', 'hi', 'bryony,', 'sorry', 'still', 'problems', 'paying', 'app.', 'dm', 'se\\xe2\\x80\\xa6', 'https://t.co/r2isazm8lu""""""']"
885,"884,""b'@kforhee can you dm me on this channel please? thanks, dean. https://t.co/mpqb4etryv'""","['884,""b\'@kforhee', 'can', 'you', 'dm', 'me', 'on', 'this', 'channel', 'please?', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']","['884,""b\'@kforhee', 'dm', 'channel', 'please?', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']"
886,"885,""b'@lauzeliz i am sorry about this laura, are they any error codes or messages? is this via the app or website? dm me\xe2\x80\xa6 https://t.co/4vhflmsddx'""","['885,""b\'@lauzeliz', 'i', 'am', 'sorry', 'about', 'this', 'laura,', 'are', 'they', 'any', 'error', 'codes', 'or', 'messages?', 'is', 'this', 'via', 'the', 'app', 'or', 'website?', 'dm', 'me\\xe2\\x80\\xa6', 'https://t.co/4vhflmsddx\'""']","['885,""b\'@lauzeliz', 'sorry', 'laura,', 'error', 'codes', 'messages?', 'via', 'app', 'website?', 'dm', 'me\\xe2\\x80\\xa6', 'https://t.co/4vhflmsddx\'""']"
887,"886,""b'@garyskoda1 hi gary, apologies about this. this must be unrelated. have you received any calls or texts from us? -kev'""","['886,""b\'@garyskoda1', 'hi', 'gary,', 'apologies', 'about', 'this.', 'this', 'must', 'be', 'unrelated.', 'have', 'you', 'received', 'any', 'calls', 'or', 'texts', 'from', 'us?', '-kev\'""']","['886,""b\'@garyskoda1', 'hi', 'gary,', 'apologies', 'this.', 'must', 'unrelated.', 'received', 'calls', 'texts', 'us?', '-kev\'""']"
888,"887,""b'@sesquip33 ah right, we would need to speak you securely to do this. our app team are available on 0333 202 1035 an\xe2\x80\xa6 https://t.co/uwdkgvkh9r'""","['887,""b\'@sesquip33', 'ah', 'right,', 'we', 'would', 'need', 'to', 'speak', 'you', 'securely', 'to', 'do', 'this.', 'our', 'app', 'team', 'are', 'available', 'on', '0333', '202', '1035', 'an\\xe2\\x80\\xa6', 'https://t.co/uwdkgvkh9r\'""']","['887,""b\'@sesquip33', 'ah', 'right,', 'would', 'need', 'speak', 'securely', 'this.', 'app', 'team', 'available', '0333', '202', '1035', 'an\\xe2\\x80\\xa6', 'https://t.co/uwdkgvkh9r\'""']"
