,text
1107,"b""@biggayshaun that's perfect shaun, if you do need anything else please let us know! happy new year! dean."""
1108,"b'@biggayshaun hey shaun, sorry to hear about this but i am pleased our team have been able to get it sorted for you!\xe2\x80\xa6 https://t.co/mbmchd391m'"
1109,"b'@uxwallah hi raj, you need to set up a passcode consisting of 6 numbers and then a memorable word which can be 6-8\xe2\x80\xa6 https://t.co/uhmtsamduf'"
1110,b'@reetudeetu were you able to speak with the disputes team on the number we provided in december? if so what did the\xe2\x80\xa6 https://t.co/a5fyyvjsbr'
1111,"b""@reetudeetu if you would like further help please let us know in more detail what's happened so we can look into this for you. lisa"""
1112,"b""@reetudeetu hi there, i'm sorry to hear you feel this way, i'd like to help. would you mind telling me what's happe\xe2\x80\xa6 https://t.co/s14z7yupud"""
1113,"b'@joelbolton26 hi joel, i would like to take a look at this with yo uin a little more detail. please can you send me\xe2\x80\xa6 https://t.co/4o5tvhzcez'"
1114,"b""@varunagg @uber hey varun, you'll need to contact our us team @askbarclaysus monday to friday 9am-5pm est. thanks, dean."""
1115,"b'@sambbayley perfect sam! if you need anything else then let me know! thanks, dean.'"
1116,"b'@sambbayley sorry about that sam, could you try uninstalling the app for me please? thanks, dean.'"
1117,"b'@j77ft apologies john, the team are working on the app still but if you call our digital team on 0800 161 5300 they\xe2\x80\xa6 https://t.co/rfyut8ldht'"
1118,"b'@crystalhenley \xf0\x9f\x98\x86! if you do want me to help at all just drop me a dm. thanks, dean. https://t.co/mpqb4etryv'"
1119,"b'@crystalhenley hey sarah, do you need any help with this at all? thanks, dean.'"
1120,"b'@frostycornet oh, i see. in that case can you give our customer support team a call on; 0800 151 0900 or 0333 200 9\xe2\x80\xa6 https://t.co/vraeik2iin'"
1121,"b""@frostycornet can i ask if you're able to clear cache and cookies or try another browser? -lisa"""
1122,"b""@frostycornet hi there, i'm sorry to hear that, can you confirm what error code and message you're getting? lisa"""
1123,b'@mostlygeordie that indicates that the payment is indeed set for the first and not the end of the month as i suspec\xe2\x80\xa6 https://t.co/pais8k3fpv'
1124,b'@mostlygeordie this sounds like its set to leave at the end of each month. 31st of december was a working day. 30th\xe2\x80\xa6 https://t.co/6bkvjjvyqt'
1125,b'@mostlygeordie are you referring to today as the 31st or the 1st? what date does your direct debit normally leave f\xe2\x80\xa6 https://t.co/xyte2kgifv'
1126,"b'@mostlygeordie hi there, i noticed your tweet and would like to help. just to check, we took two direct debit payme\xe2\x80\xa6 https://t.co/shrkdmst7k'"
1127,b'have a very happy new year from all of us at barclaycard. enjoy tonight\xe2\x80\x99s celebrations! \xf0\x9f\x8e\x86 \xf0\x9f\x8e\x89 https://t.co/mqjidnimdv'
1128,"b'@coloradocards hey there, i just want to double check - are you referring to a barclaycard us account? corrina'"
1129,"b""@dhplover no worries, just dm your full name, postcode and contact number and i'll take a look when i'm back in the\xe2\x80\xa6 https://t.co/ulcjowmbrz"""
1130,"b""@kashandara yes sure there number is 0333 202 1035 and they're around until 11pm tonight :-) - dan"""
1131,"b'@kashandara hi there, the best thing to do would be to give our app team a call directly, do you need their number? - dan'"
1132,"b""@dhplover well if you'd like me to check and see if there's anything i can do regarding the fee just let me know? thanks. - dan"""
1133,"b""@sgtbimmer i'm really sorry to hear about your experience anthony.  if you speak to our team in the us on here then\xe2\x80\xa6 https://t.co/k1laic2e5p"""
1134,"b""@dhplover ah that's not a great way to end the year kelly.  if you dm your postcode and phone number then we can gi\xe2\x80\xa6 https://t.co/paby5dgphp"""
1135,"b""@craig_hamster can you send me a quick dm if you haven't managed to speak to the team yet craig?  i can't help with\xe2\x80\xa6 https://t.co/mngouue06a"""
1136,"b'@dhplover hey kelly, do you want me to call you to take your payment over the phone? - dan'"
1137,"b""@craig_hamster i don't i'm afraid they are open until 11pm tonight if you'd like to try later on.  - dan"""
1138,"b""@craig_hamster okay in that case you'll need to speak with our disputes team on 0800 161 5291 as they are the only\xe2\x80\xa6 https://t.co/xq4dwkdc9f"""
1139,"b'@craig_hamster hey craig, what team are you trying to reach today? - dan'"
1140,"b'@juliarachelday @monzo you too julia, all the best for 2020 :-) - dan'"
1141,"b""@obigrae happy new year to you too, how mad is it that we're heading into a new decade tomorrow!!- dan"""
1142,"b'@lpearson_ox hey leanne, we just wanted to make sure that you got them lol. in all honesty sorry about this i have\xe2\x80\xa6 https://t.co/gf8t0vpmaa'"
1143,"b'@juliarachelday @monzo hey julia, our sort code is 20-04-15 and account number is 38290008 and just pop your 16 dig\xe2\x80\xa6 https://t.co/2qdyezyt8z'"
1144,"b""@nickyistheone if you dm me i'll be able to reply. - dan"""
1145,"b'@nickyistheone hi nick, which team are you trying to get through to bud? - dan'"
1146,"b""@katiecarousels hey katie, if you call our digital team on 0333 202 1035 they'll be able to investigate this for yo\xe2\x80\xa6 https://t.co/5uvfksqtyw"""
1147,"b""@obigrae i'm sorry about that obi, did you get this logged or would you like me to arrange this for you? - dan"""
1148,"b'@johnwyndhamrich sorry about that john, i wish i could help you but the only team that can assist with an unrecogni\xe2\x80\xa6 https://t.co/yinrhvscap'"
1149,"b'@torcorspro okay tori, in that case it may be worth calling the digital team directly on 0333 202 1035 so they can\xe2\x80\xa6 https://t.co/jute9eoaad'"
1150,"b""@juliarachelday @monzo no worries julia, can you dm me and i'll send you the details :-) - dan"""
1151,"b""@obigrae if you ask them to log a complaint for you obi, they'll arrange that so it gets investigated for you. thanks. - dan"""
1152,b'@juliarachelday @monzo hey julia. do you have the option to use your own banks online banking to make a payment? if\xe2\x80\xa6 https://t.co/yvltq2vveb'
1153,"b'@ajwhite8709 hi andy, i agree it does seem like a long time but this is agreed with the fca to ensure that any comp\xe2\x80\xa6 https://t.co/obem5yo8im'"
1154,"b""@gingerstump i'm sorry to hear that you'll be leaving us. you can request a pin through our app and online services\xe2\x80\xa6 https://t.co/y1ryjbncne"""
1155,"b'@gingerstump hi ste. are you trying to retrieve your pin through the full mybarclaycard website, or in the app? nicola l'"
1156,"b'@tranxcend hello there, i can certainly understand how frustrating waiting on the line for this long can be; the te\xe2\x80\xa6 https://t.co/3fbo0kwfal'"
1157,"b'@cycletux hello there; we i can see you have tagged us in the post but we can only deal with uk credit cards here,\xe2\x80\xa6 https://t.co/tgwn0rlbcr'"
1158,"b""@reetudeetu hello there, i'm sorry to  see you had issues trying to get connected to us. which team you wanted to s\xe2\x80\xa6 https://t.co/uja2csxmlb"""
1159,"b'@kimfluffji hello there, i want to give you a hand with this; please pop in dm and discuss this in more detail. ram\xe2\x80\xa6 https://t.co/su4tl8cjtp'"
1160,"b""@kiley_christina hi christina, we're barclaycard uk you'd need to reach out to @askbarclaysus monday to friday 9am-5pm est. thanks nicola"""
1161,"b""@robertjsmith95 if you drop me a dm letting me know when you'd like the team to try again i'll pass the message on\xe2\x80\xa6 https://t.co/s1tvoqhsah"""
1162,"b""@shadiaraja hi there, sorry you're having some trouble! i've just checked our service status page and everything sh\xe2\x80\xa6 https://t.co/vjk5bqnzjn"""
1163,"b""@juan_identity hi there juan, i'm sorry you're having a bad experience! let's see if we can help to put this right.\xe2\x80\xa6 https://t.co/hh9uacznqs"""
1164,"b'@dave_cott okay, if you want me to chase the disputes team up then please dm me your postcode and phone number. thanks, dean.'"
1165,"b'@dave_cott hi dave, sorry this call back has not been made yet. do you know which team have promised you a call back? thanks, dean.'"
1166,"b""@singostokey ah no andrew, sorry you're having to register a few times! can you make sure your version of the app i\xe2\x80\xa6 https://t.co/upsvik2oej"""
1167,"b""@robertjsmith95 hi rob, i'm sorry to see this. i'd like to see if i can do something to help and maybe put things r\xe2\x80\xa6 https://t.co/srk7mwcfqw"""
1168,"b""@mrswhitters i've replied in dm, sue :) kevin"""
1169,"b'@mrswhitters hello sue, you can press any option in dm to route to an agent :) or you can tell me here it\xe2\x80\x99s up to y\xe2\x80\xa6 https://t.co/0w5xlnjdwl'"
1170,b'@boychicken hey there can you clear your cache and cookies and then log in using a different web browser for me ple\xe2\x80\xa6 https://t.co/zidtsrlbyt'
1171,"b'@dawnmariealsop hi dawn, thanks for your tweet. provided that you still have the fee free offer on your account (e.\xe2\x80\xa6 https://t.co/i321paemmh'"
1172,"b""@c23andy hi andy, i'm sorry you're having some trouble. can you tell me the problem in a little more details please\xe2\x80\xa6 https://t.co/iyixqccndl"""
1173,b'@asapblake @askbarclaysus no worries :) kristos'
1174,"b'@asapblake ah right, it would be best to speak with @askbarclaysus and they will be able to take it from here. they\xe2\x80\xa6 https://t.co/k39t8gre5w'"
1175,"b'@asapblake ah right, this sounds like it may be relating to a barclaycard outside of the uk. we deal specifically w\xe2\x80\xa6 https://t.co/wprfzkxb28'"
1176,"b""@asapblake hi, blake. what's happening at the moment? is there anything i can try and help with? kristos"""
1177,"b'@ali_mac1983 hi there, this is something in place to help our customers understand their repayments. \n\n- brogan'"
1178,"b""@wjcairns well i made sure that they were sent out double quick, as it's christmas i asked santa drop them off at y\xe2\x80\xa6 https://t.co/erf0uknnzs"""
1179,"b""@raeraet i'm sorry to hear this, i can imagine it is frustrating. you can always give us a ring if you'd like us to\xe2\x80\xa6 https://t.co/sxiw913idc"""
1180,"b""@raeraet i'm sorry to hear you're still having issues. if you contact our digital help desk on 0333 2001014 (24 hou\xe2\x80\xa6 https://t.co/rqh46dcsuw"""
1181,"b""@iwtgtsa hi glen! i've noticed your tweet - sorry you've had some cause to complain. i'd like to see if we can help\xe2\x80\xa6 https://t.co/pjg6fdjacd"""
1182,"b""@lfc777881840519 ah no! this sounds a little unusual, so we'll need to take a look at this a little more with you t\xe2\x80\xa6 https://t.co/5cyg6xopwj"""
1183,"b'@raeraet ah no rach! are you able to try clearing your cache, cookies, and history then doing this again for me please? paul'"
1184,"b""@raeraet hi there rach! sorry to hear you're having an issue :( what error code or message do you see? paul"""
1185,"b""@robkrueger as far as i am aware there's no twitter for our germany team. thanks, dean."""
1186,"b""@robkrueger you'd need to use one of the methods on this link to get in touch with barclaycard germany robert.\xe2\x80\xa6 https://t.co/elmh8n80pn"""
1187,"b""@robkrueger hi robert, as this is regarding barclaycard germany you'll need to reach out to them about this. thanks, dean."""
1188,"b""@grey_eggles i'd call our digital team to get it sorted, that's what simon did. thanks, dean."""
1189,"b'@grey_eggles are you able to sign in to the app now? if you are you can just pay here, if not you can contact our d\xe2\x80\xa6 https://t.co/jhibflnzay'"
1190,"b""@markgoo74535677 if you'd like us to ask our app team to look into it and give you a call please dm me your postcod\xe2\x80\xa6 https://t.co/e6p25zuyqg"""
1191,"b'@markgoo74535677 thanks for confirming, what phone are you using? dean.'"
1192,"b'@markgoo74535677 assuming you have the most up to date version of the app and software on your phone? thanks, dean.'"
1193,"b'@discogaza thanks for the feedback, if this was something we could arrange then i am sure we would have offered that support. dean.'"
1194,"b'@chelly_west ahh okay, what happens on the website when you try to pay? thanks, dean.'"
1195,"b'@markgoo74535677 sorry to hear this mark, what error code is showing up in the app? thanks, dean.'"
1196,"b'@chelly_west hey rach, how are you trying to pay your bill with us? thanks, dean.'"
1197,"b'@paulcjones1977 that is the main number to call, he can then request to speak to a uk advisor.  ross'"
1198,"b'@paulcjones1977 i am sorry about this.  we are not able to access account details here on twitter, for security rea\xe2\x80\xa6 https://t.co/cwycyfcjtl'"
1199,"b'@paulcjones1977 hello paul, your dad will need to speak with us directly regarding this scam.  please ask him to ca\xe2\x80\xa6 https://t.co/taldumyuxf'"
1200,"b""@pixiefree i'm afraid we can't switch them off for this day as to some christmas is a normal day however, you can s\xe2\x80\xa6 https://t.co/tbzmkfswb6"""
1201,"b""@pixiefree hi pixie, thanks for your tweet. i can completely appreciate where you're coming from with this however\xe2\x80\xa6 https://t.co/l3nwnhilrt"""
1202,"b'@dylanldirector hey dylan, thanks for your tweet, could you pop over to dm for me to let me know who you were tryin\xe2\x80\xa6 https://t.co/senyzcf1hr'"
1203,"b'@aussieharj hey harj, this can still happen as we do monitor all transactions to prevent fraud. you should receive\xe2\x80\xa6 https://t.co/72quz1ulc0'"
1204,"b""@mrbarberella there's no time like the present will! hope you have an amazing christmas :) brogan"""
1205,"b""@hotelcritic1 sorry about that! the text alerts are generated by the system. however we don't take a day off! merry\xe2\x80\xa6 https://t.co/h7zoftc6rp"""
